187 0
992 1
1512 3
1848 5
1926 5
187 1
992 0
1512 2
1848 3
1926 4
2038 1
2116 3
1380 1
1830 2
2033 4
2085 4
2137 6
2836 2
5046 5
434 0
512 0
868 0
1318 1
1521 2
1573 3
1625 3
394 0
472 1
2358 2
4056 5
1291 1
1369 2
2672 3
2750 5
3511 7
3589 9
4020 11
4098 13
4293 13
31805 85
31882 101
32384 116
33524 133
79581 261
79907 298
104075 386
104152 421
105027 454
1260 0
1593 2
526 0
859 1
315 0
787 0
1325 1
2530 3
2608 4
3789 5
3867 7
4251 7
4584 9
338 0
1336 0
2013 2
3379 7
3457 7
4038 9
4371 10
316 0
948 0
764 0
1935 2
2431 3
3086 4
4430 6
4508 8
4955 10
5288 11
4327 3
252 0
764 1
1302 1
6121 4
6453 8
11800 15
11878 19
12325 21
12658 25
1623 0
1701 2
32694 68
32772 75
575 1
655 1
791 1
34839 84
35295 92
35628 100
35870 107
640 0
4410 2
5973 6
6051 7
6632 8
7421 10
8451 12
8531 13
9809 16
9887 18
10334 20
10667 20
535 1
1381 1
1714 2
703 0
1284 1
1364 1
1937 3
2789 3
3945 6
4025 7
4476 8
4809 10
18704 38
18971 42
2438 1
2516 3
3365 4
3698 5
1158 1
1491 1
1544 1
1877 2
882 0
1215 2
1386 1
1728 3
2061 3
6541 9
6619 11
9390 15
1282 1
2561 42
1774 1
4457 4
7731 49
7811 53
1906 1
1975 2
3241 3
3321 5
3772 6
4105 8
1434 0
1512 2
1959 2
2292 3
1197 1
1530 1
1016 0
1498 2
2063 2
2396 3
34263 102
34341 110
34599 118
702 0
441 0
1183 1
2224 2
3182 4
2306 1
6137 7
6344 9
126 0
126 0
703 1
703 0
1874 2
1168 1
3625 4
701 1
781 1
441 0
3443 4
3263 2
8769 9
9101 11
13173 19
13380 22
631 0
589 1
1531 2
2501 3
3585 4
3792 6
3206 2
3413 3
2741 1
3763 3
3970 5
4023 7
4585 3
4917 5
9923 16
10130 19
37608 66
1016 1
890 1
2129 2
2562 3
2642 5
316 0
2426 1
2495 3
2934 3
3014 5
3528 6
4183 7
316 1
3332 2
3401 3
5321 5
5390 7
5829 10
5909 11
6423 13
7078 16
3064 2
3133 3
3572 5
3652 5
211 1
211 0
678 1
2577 2
2646 2
3085 4
3165 5
3679 6
4482 8
47098 64
47430 79
85609 169
85689 183
86718 198
190 0
190 0
16481 9
17073 17
18135 27
18215 29
18960 31
19040 32
19491 34
20020 36
20655 38
20735 40
21249 42
21778 45
22358 48
22438 50
23455 52
126 0
126 0
382 1
378 0
378 1
1137 1
1217 2
1731 2
2323 4
3095 5
3175 6
4192 7
451 0
16922 9
17388 18
17938 28
18018 28
18763 30
18843 31
126 0
253 0
602 1
1744 2
1822 3
732 0
812 1
5239 6
5446 8
5499 10
5452 3
5784 6
12021 20
12101 22
31539 57
32139 61
33035 65
33115 69
33834 73
33914 77
34943 80
1531 1
2421 1
2753 3
4721 6
4801 7
5252 9
5332 10
6361 12
1780 1
1849 2
2288 3
2368 3
2819 5
2899 5
1717 1
1786 2
2225 2
2305 4
2756 4
2836 6
8069 14
8147 17
8405 19
2166 1
2235 2
2674 3
2754 4
3339 5
3419 7
5220 9
5298 11
5556 12
190 0
1989 1
1966 1
6079 5
6608 7
7243 11
7323 13
1781 1
1859 1
3550 3
4142 5
4349 7
4402 9
1685 1
2143 2
2350 3
2403 4
1291 1
1749 2
1956 3
2009 4
9502 21
1425 1
1505 2
819 0
899 1
1425 2
1505 3
1819 1
1899 2
19078 18
19410 27
30058 59
30136 68
31512 80
40289 104
